,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19,cell_20,cell_21,cell_22,cell_23,cell_24,cell_25,cell_26,cell_27,cell_28,cell_29
peak_419,2,2,0,0,0,0,0,0,1,0,3,2,6,0,0,0,0,1,2,2,0,0,2,4,0,0,0,0,2,0
peak_420,0,2,0,0,0,0,0,0,0,0,4,4,2,0,2,0,2,0,0,4,2,4,0,2,2,2,0,2,0,0
peak_421,0,6,2,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,6,2,4,2,0,4,5,2,0,0,0,2
peak_422,0,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0
peak_423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0
peak_424,0,2,0,0,2,2,2,0,0,4,0,0,0,2,0,0,0,0,0,2,0,3,0,5,0,4,2,2,0,0
peak_425,1,6,0,0,2,0,0,2,0,0,0,0,0,2,1,0,2,0,2,4,0,0,0,8,4,6,0,2,0,2
peak_426,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,0,2,2,0,2,0,0,0,0
peak_427,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0
peak_428,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,2,0,0,4,0,0,0,2,0,2,0,0,0,0
peak_429,0,4,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0
peak_430,0,4,0,0,2,2,0,0,1,2,2,0,2,2,0,0,3,0,0,2,0,2,0,2,3,4,2,0,2,2
peak_431,1,2,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,1,4,0,0,0,2,0,1,0,0,0,0
peak_432,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,2
peak_433,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2
peak_434,0,5,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,8,0,0,0,2,1,0,0,2,4,0
peak_435,0,0,0,0,0,0,0,1,0,0,0,0,4,2,2,0,0,0,0,4,2,2,0,2,4,6,0,0,0,0
peak_436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,2,0,2,0,0
peak_437,0,2,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0
peak_438,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peak_439,1,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,4,0,2,0,2,0,2,0,0
peak_440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
peak_441,2,6,0,0,0,0,0,0,0,2,0,0,4,0,4,0,0,0,2,7,2,0,0,0,0,2,0,0,0,0
peak_442,2,7,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,8,0,0,1,2,1,6,2,0,0,2
peak_443,0,4,0,0,0,0,0,0,2,0,2,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
peak_444,0,0,2,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,2,2,0,0,0,0,2,1,0,0,2
peak_445,0,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
peak_446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peak_447,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
peak_448,0,2,0,2,2,0,0,2,2,2,2,0,2,0,2,0,2,2,4,2,6,1,0,2,0,4,2,0,0,0
peak_449,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,2,2,0,2,0,0,0,1,0,0
peak_450,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
peak_451,0,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,2,0
peak_452,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,3,4,2,0,0,3,0,2,4,0,0,0
peak_453,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,2,0,0,2,0,1,0,0,0,2,0,0,0,0
peak_454,4,0,2,0,1,0,0,4,0,2,2,0,0,2,4,0,0,0,4,2,3,0,0,1,2,2,0,0,2,0
peak_455,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0
peak_456,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
peak_457,0,5,0,0,2,0,0,4,0,0,0,0,2,2,0,0,0,0,2,0,2,0,2,0,0,4,2,0,0,2
peak_458,0,2,0,0,0,0,0,4,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
peak_459,2,0,0,2,0,0,0,0,0,2,2,0,2,2,4,0,0,0,2,4,0,0,1,0,2,0,2,0,0,2
peak_460,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0
peak_461,0,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,4,0,0,2,0,0,0,1,0,2,0,0,4,0
peak_462,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
peak_463,0,2,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0
peak_464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peak_465,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peak_466,4,0,0,0,0,0,2,0,0,2,8,0,4,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0
peak_467,0,1,2,0,2,0,0,0,0,0,2,2,0,0,2,0,0,0,2,8,0,0,0,2,0,2,0,2,0,0
peak_468,0,2,0,0,0,0,0,0,0,2,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
peak_469,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
peak_470,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,2,2,0,0,0,0,0
peak_471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
peak_472,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0
peak_473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
peak_474,0,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peak_475,1,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,2,2,0,2,0,0,0,0,4,2,0,0,0
peak_476,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
peak_477,2,2,2,0,0,0,0,2,2,0,2,0,6,6,0,0,0,0,4,4,0,2,0,0,0,0,1,2,0,2
peak_478,0,4,0,0,2,0,0,2,0,5,4,0,0,0,1,0,0,0,2,0,0,0,0,2,0,8,0,2,4,1
peak_479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,3,0,0,0,0
peak_480,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
peak_481,2,0,0,0,0,0,0,2,0,0,0,1,2,2,0,0,0,2,0,2,2,0,0,0,0,2,0,0,0,2
peak_482,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
peak_483,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,2,0,2,3,6,0,0,0,0
peak_484,0,2,0,0,0,0,0,1,0,2,0,2,2,2,2,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0
peak_485,0,2,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0
peak_486,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peak_487,2,4,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
peak_488,0,0,0,2,2,2,0,2,0,0,0,0,0,0,4,0,0,0,1,8,0,3,2,2,2,0,0,4,2,4
peak_489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
peak_490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,6
peak_491,2,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,2,0,2,10,0,0,0,2,0,0,4,0,0,0
peak_492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,0,2,5,0,4,0,2
peak_493,0,2,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
peak_494,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,2
peak_495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
peak_496,0,6,0,0,0,1,0,0,0,0,2,2,4,0,0,0,0,2,0,6,0,0,0,0,0,2,0,0,0,0
peak_497,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,2,0,0,2,2,2,0,2,0
peak_498,0,2,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,8,0,0,2,4
peak_499,0,6,0,0,0,0,2,0,0,3,0,0,4,0,0,0,3,0,2,2,2,2,0,2,0,2,0,2,0,0
peak_500,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peak_501,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
peak_502,2,2,2,0,0,2,0,0,0,4,0,0,4,0,2,0,0,0,0,6,0,2,0,2,2,0,0,0,0,0
peak_503,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,4,4,0,0,2,0,0,0,0,0,0,4
peak_504,0,6,0,2,0,0,0,2,1,2,4,0,4,6,0,0,0,0,2,6,0,2,0,0,2,1,2,0,0,2
peak_505,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,0,2,2,0,3,0,0,0,0,0,2,2,4,0,0
peak_506,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,8,0,0,0,0,0,0,2,0,0,2
peak_507,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,2,2,0,0,2,2,0,0,0
peak_508,0,2,0,0,0,2,0,0,1,0,0,2,0,4,1,0,4,0,4,4,0,4,0,4,0,4,2,1,2,0
peak_509,4,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
peak_510,2,2,0,0,0,2,0,0,0,4,0,0,2,2,0,0,0,2,2,8,0,0,0,0,2,2,2,2,0,2
peak_511,0,5,0,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
peak_512,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
peak_513,0,2,2,2,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0
peak_514,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,2,0,1,0,0
peak_515,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peak_516,2,2,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,2,2,0,0,0,2,0,1,0,0,0,0
peak_517,0,8,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4,0,0,2,0,4,0,0,0,4
peak_518,0,2,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0
peak_519,0,2,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2
peak_520,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
peak_521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,2,2,0,0,2,0,0,0,0,0
peak_522,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
peak_523,0,8,0,0,2,0,0,0,0,0,4,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0,2,2,0,2
peak_524,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,4,0,0,2,0,0,0,0,0,0,2,2,0,2
peak_525,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,2,0,0,0,0,0,0
peak_526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
peak_527,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peak_528,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0
peak_529,2,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,2,2,0,0,4,0,2,0,0,2,0
peak_530,0,5,0,0,0,0,0,2,0,0,4,0,2,2,0,0,0,0,2,7,0,0,0,0,2,2,0,0,1,0
peak_531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
peak_532,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
peak_533,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,2,0,0,0,0,0,2,2,2,0,4
peak_534,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
peak_535,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2
peak_536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
peak_537,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peak_538,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
peak_539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0
peak_540,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0
peak_541,2,5,0,0,0,0,0,0,0,0,4,0,0,2,2,0,2,0,2,0,2,2,0,0,0,0,2,0,2,0
peak_542,0,4,0,0,0,0,0,0,0,2,0,3,4,0,4,0,2,0,0,2,0,0,0,0,0,2,2,0,0,2
peak_543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0
peak_544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
peak_545,2,2,0,0,0,0,2,2,0,2,0,0,0,0,2,0,2,2,4,2,0,0,0,2,0,3,0,0,0,2
peak_546,2,0,0,0,0,2,0,0,0,0,2,2,2,0,2,0,4,0,2,0,2,1,0,2,2,4,0,6,2,2
peak_547,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
peak_548,2,4,0,0,0,0,0,2,0,4,0,2,4,0,0,0,0,0,2,2,0,0,0,0,0,2,0,2,0,0
peak_549,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peak_550,0,3,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,2,0,4,0,0
peak_551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
peak_552,0,1,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0
peak_553,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,1,2,2,0,0
peak_554,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,4,7,0,0,0,0,0,6,0,0,2,4
peak_555,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,1,0,2,0,0,0,0,2,0,0,2,0,0
peak_556,0,0,0,0,6,2,0,2,0,2,4,0,0,0,0,0,0,0,2,0,0,0,2,2,0,3,0,0,0,2
peak_557,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peak_558,0,4,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
peak_559,2,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,2,2,2,0,0,0,4,6,2,0,0,2
peak_560,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
peak_561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peak_562,2,8,0,0,0,0,0,0,2,0,0,2,2,0,2,0,4,0,2,4,0,0,0,0,0,0,0,0,2,2
peak_563,1,0,0,0,0,0,0,0,2,2,0,0,2,0,4,0,4,0,0,6,0,2,0,0,1,0,0,6,4,0
peak_564,2,2,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,2,2,2,0,0,2,2,2,0,0,0,0
peak_565,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peak_566,0,2,0,0,0,0,0,0,0,0,0,0,3,2,4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
peak_567,0,6,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,3,4,0,0,0,0,0,2,0,0,3,0
peak_568,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
peak_569,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0
peak_570,0,4,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,8,2,0,0,2,0,0,2,0,0,0,0
peak_571,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0
peak_572,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,2,0,4,0,2,0,4,0,2,0,4,0,2
peak_573,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2,0,0,2,2,0,0,2,0,2,0,0,0,2
peak_574,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peak_575,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,4,2,0,0,0,6,2,4,0,6,2,0
peak_576,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,2,0,0,0,2
peak_577,2,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,0
peak_578,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,4
peak_579,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,2
peak_580,0,2,0,0,0,0,0,0,0,0,0,2,2,0,3,0,2,0,3,0,2,0,0,2,0,2,2,2,4,0
peak_581,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
peak_582,0,4,4,0,0,2,0,0,0,0,2,0,0,0,2,2,5,2,0,2,2,2,0,2,0,0,0,0,0,0
peak_583,0,0,2,0,2,0,0,0,0,1,0,0,5,2,0,0,0,0,0,3,0,0,0,2,0,2,2,0,0,0
peak_584,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
